,enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
671,32619,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,90,0.0
675,17375,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,NGO,>4,35,1.0
678,10554,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,22,0.0
681,6010,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,2,44,0.0
682,31210,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,107,0.0
684,5203,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,>4,116,1.0
691,29737,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,>4,15,0.0
692,9846,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,NGO,1,54,0.0
696,6724,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,4,23,0.0
697,21442,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,1,206,1.0
699,18,0.899,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,24,0.0
700,26402,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,2,101,0.0
703,19073,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,77,0.0
705,26126,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,50-99,Pvt Ltd,1,326,0.0
706,28673,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,20,1.0
707,15012,0.84,Male,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Other,1,34,0.0
712,29945,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,19,0.0
729,17967,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,58,0.0
730,12217,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,4,206,0.0
731,19215,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,1,57,0.0
732,27139,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,40,1.0
735,19378,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,34,0.0
737,18907,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,10000+,Pvt Ltd,1,28,0.0
740,6448,0.903,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6,0.0
741,30878,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,32,0.0
746,3708,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,290,0.0
747,25403,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,168,0.0
752,31798,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,8,0.0
755,4302,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,21,0.0
761,17529,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,3,48,1.0
762,8852,0.742,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,10/49,Pvt Ltd,1,188,0.0
763,1794,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Public Sector,2,42,0.0
765,11292,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,156,1.0
766,24062,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,103,1.0
769,17781,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,39,0.0
771,28433,0.855,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,500-999,Pvt Ltd,1,96,0.0
772,27490,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,0.0
775,21585,0.624,Male,Has relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,3,51,0.0
777,26674,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,2,6,0.0
782,14204,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,145,0.0
784,28603,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,26,0.0
789,3498,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,>4,72,0.0
792,29201,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,31,0.0
793,33126,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,25,0.0
797,23157,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,32,0.0
803,17268,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,31,0.0
811,28211,0.92,Male,Has relevent experience,Full time course,Graduate,Humanities,10,100-500,Pvt Ltd,3,39,0.0
813,21176,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,103,0.0
814,32958,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,7,0.0
816,25327,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,never,80,0.0
817,27678,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,2,11,0.0
818,23741,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,2,89,1.0
820,17500,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,19,0.0
822,32617,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,110,0.0
829,9147,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,118,0.0
834,2991,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,48,0.0
835,30340,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,9,0.0
837,9448,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,28,0.0
839,18498,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,109,0.0
841,25817,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,3,0.0
844,27753,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,never,34,0.0
846,23247,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Funded Startup,4,94,0.0
849,19454,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,172,1.0
850,14642,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,166,0.0
851,3438,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,28,1.0
854,23609,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,18,0.0
855,32614,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,>4,9,0.0
856,4568,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,62,0.0
858,13864,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,51,0.0
861,26682,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,108,0.0
865,21225,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,17,0.0
867,33049,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,20,0.0
875,13277,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,26,0.0
877,22238,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,27,0.0
881,31014,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,4,62,0.0
883,16796,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,54,0.0
886,32165,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,3,42,0.0
887,13547,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,100-500,Pvt Ltd,1,44,0.0
897,22966,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,84,0.0
899,32482,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,166,0.0
901,10209,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,145,0.0
903,28490,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,35,0.0
904,8093,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,22,0.0
914,6449,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,never,8,0.0
916,23056,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,39,0.0
918,26304,0.856,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,50-99,Pvt Ltd,1,83,0.0
919,31586,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,4,0.0
926,12757,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,2,20,1.0
927,32758,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,3,23,0.0
930,28336,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,52,0.0
931,6304,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,1000-4999,Public Sector,>4,142,0.0
933,31368,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,314,0.0
935,31023,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,27,0.0
938,27629,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,21,1.0
939,21443,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,94,1.0
943,1973,0.479,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,22,0.0
948,9499,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,3,162,0.0
952,22494,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Funded Startup,1,5,1.0
956,12770,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,never,3,0.0
959,21276,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0
974,16067,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,51,0.0
975,6426,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,45,0.0
978,13173,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,30,0.0
979,12256,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,50,1.0
986,12284,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Early Stage Startup,1,120,0.0
988,1427,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,67,0.0
991,25916,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,14,0.0
993,28320,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,3,81,1.0
997,10028,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,42,0.0
999,4482,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,1,105,0.0
1001,5879,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,6,0.0
1003,21196,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,41,0.0
1008,21813,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,14,0.0
1011,8007,0.91,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,122,0.0
1014,10116,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Funded Startup,1,78,0.0
1017,24199,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,2,14,0.0
1019,16990,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,97,1.0
1020,24834,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Public Sector,2,19,0.0
1021,16105,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,57,1.0
1025,20359,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Funded Startup,1,18,0.0
1026,30558,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Funded Startup,2,53,1.0
1028,20555,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,84,0.0
1035,14379,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,39,0.0
1037,28042,0.926,Male,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,58,0.0
1039,30970,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,100-500,Pvt Ltd,2,22,0.0
1040,9052,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,85,0.0
1042,26270,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Funded Startup,3,127,1.0
1043,29151,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,276,0.0
1048,10205,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Funded Startup,2,64,0.0
1052,2832,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,4,29,0.0
1054,33068,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,9,0.0
1056,9930,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,121,0.0
1058,700,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,23,0.0
1072,32799,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,28,0.0
1078,33318,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,5,100-500,Pvt Ltd,>4,91,1.0
1079,12800,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,16,10/49,Pvt Ltd,1,46,1.0
1083,15213,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,94,1.0
1085,28843,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,60,0.0
1089,25912,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,57,1.0
1090,29086,0.926,Female,No relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,10,0.0
1093,5180,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,11,1.0
1100,27046,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,42,0.0
1105,27539,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,10/49,Other,>4,188,0.0
1107,32605,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,3,155,0.0
1112,4318,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,10,0.0
1115,11248,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,4,22,1.0
1119,1101,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,2,72,0.0
1123,31862,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,50,0.0
1124,33330,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,32,0.0
1125,28774,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,6,0.0
1126,31370,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Pvt Ltd,4,6,0.0
1130,23958,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,48,0.0
1133,7155,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,20,0.0
1136,628,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,>4,4,1.0
1142,18127,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,12,1.0
1144,1742,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,NGO,1,12,0.0
1147,12402,0.769,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,50,0.0
1149,16447,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,6,0.0
1151,28214,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,12,0.0
1155,23311,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,13,10/49,NGO,3,50,0.0
1157,20012,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70,0.0
1158,2549,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,140,0.0
1163,31873,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,88,0.0
1174,31579,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Pvt Ltd,>4,61,0.0
1176,26551,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,101,0.0
1177,7726,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,202,1.0
1193,14582,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,3,60,0.0
1197,2780,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,3,0.0
1199,15051,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,116,0.0
1201,12504,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Funded Startup,2,83,1.0
1202,29357,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,NGO,>4,74,0.0
1204,26132,0.73,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,>4,21,0.0
1206,19030,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,10/49,Pvt Ltd,2,45,0.0
1207,5734,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,10/49,Early Stage Startup,2,3,1.0
1210,3846,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,16,50-99,Funded Startup,1,70,0.0
1212,8667,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,48,0.0
1220,1075,0.949,Male,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,76,0.0
1221,328,0.68,Male,No relevent experience,no_enrollment,Graduate,Business Degree,10,10/49,Pvt Ltd,never,22,0.0
1222,29628,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,0.0
1226,30653,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,43,0.0
1228,27115,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0.0
1229,3932,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,20,0.0
1233,27462,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,1,85,0.0
1235,32415,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,NGO,never,24,0.0
1237,1641,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,17,0.0
1246,31967,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,never,102,0.0
1248,19290,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,18,0.0
1251,26351,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,>4,28,1.0
1255,19068,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,30,0.0
1256,2501,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,6,100-500,Funded Startup,1,38,0.0
1258,10893,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,7,0.0
1260,27709,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,10/49,Early Stage Startup,1,21,0.0
1262,28653,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,29,1.0
1268,14848,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,never,71,1.0
1277,14381,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,19,1.0
1278,13010,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,2,19,0.0
1279,6990,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,44,0.0
1280,21696,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,20,0.0
1284,5366,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,81,0.0
1285,15705,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,2,71,1.0
1286,13484,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,>4,72,0.0
